location,event_stage,event_status,time,event_url,discipline_code,discipline
National Speed Skating Oval,Women's Team Pursuit Semifinals,Finished,2022-02-15T14:30:00+08:00,../../../en/results/speed-skating/results-women-s-team-pursuit-sfnl.htm,SSK,Speed Skating
National Speed Skating Oval,Men's Team Pursuit Semifinals,Finished,2022-02-15T14:52:00+08:00,../../../en/results/speed-skating/results-men-s-team-pursuit-sfnl.htm,SSK,Speed Skating
National Speed Skating Oval,Women's Team Pursuit Final D,Finished,2022-02-15T15:24:00+08:00,../../../en/results/speed-skating/results-women-s-team-pursuit-fnl-.htm,SSK,Speed Skating
National Speed Skating Oval,Women's Team Pursuit Final C,Finished,2022-02-15T15:30:00+08:00,../../../en/results/speed-skating/results-women-s-team-pursuit-fnl-.htm,SSK,Speed Skating
National Speed Skating Oval,Men's Team Pursuit Final D,Finished,2022-02-15T15:43:00+08:00,../../../en/results/speed-skating/results-men-s-team-pursuit-fnl-.htm,SSK,Speed Skating
National Speed Skating Oval,Men's Team Pursuit Final C,Finished,2022-02-15T15:49:00+08:00,../../../en/results/speed-skating/results-men-s-team-pursuit-fnl-.htm,SSK,Speed Skating
National Speed Skating Oval,Women's Team Pursuit Final B,Finished,2022-02-15T16:22:00+08:00,../../../en/results/speed-skating/results-women-s-team-pursuit-fnl-.htm,SSK,Speed Skating
National Speed Skating Oval,Women's Team Pursuit Final A,Finished,2022-02-15T16:28:00+08:00,../../../en/results/speed-skating/results-women-s-team-pursuit-fnl-.htm,SSK,Speed Skating
National Speed Skating Oval,Men's Team Pursuit Final B,Finished,2022-02-15T16:41:00+08:00,../../../en/results/speed-skating/results-men-s-team-pursuit-fnl-.htm,SSK,Speed Skating
National Speed Skating Oval,Men's Team Pursuit Final A,Finished,2022-02-15T16:47:00+08:00,../../../en/results/speed-skating/results-men-s-team-pursuit-fnl-.htm,SSK,Speed Skating
National Speed Skating Oval,Women's 1000m,Finished,2022-02-17T16:30:00+08:00,../../../en/results/speed-skating/results-women-s-1000m-fnl-000100-.htm,SSK,Speed Skating
National Speed Skating Oval,Men's 1000m,Finished,2022-02-18T16:30:00+08:00,../../../en/results/speed-skating/results-men-s-1000m-fnl-000100-.htm,SSK,Speed Skating
National Speed Skating Oval,Men's Mass Start Semifinals,Finished,2022-02-19T15:00:00+08:00,../../../en/results/speed-skating/results-men-s-mass-start-sfnl.htm,SSK,Speed Skating
National Speed Skating Oval,Women's Mass Start Semifinals,Finished,2022-02-19T15:45:00+08:00,../../../en/results/speed-skating/results-women-s-mass-start-sfnl.htm,SSK,Speed Skating
National Speed Skating Oval,Men's Mass Start Final,Finished,2022-02-19T16:30:00+08:00,../../../en/results/speed-skating/results-men-s-mass-start-fnl-000100-.htm,SSK,Speed Skating
National Speed Skating Oval,Women's Mass Start Final,Finished,2022-02-19T17:00:00+08:00,../../../en/results/speed-skating/results-women-s-mass-start-fnl-000100-.htm,SSK,Speed Skating
