medal_type,medal_code,medal_date,athlete_short_name,athlete_name,athlete_sex,athlete_link,event,country,country_code,discipline,discipline_code
Gold,1,2022-02-17 00:00:00.0,GRAABAK J,GRAABAK Joergen,M,../../../en/results/nordic-combined/athlete-profile-n1013776-joergen-graabak.htm,Team Gundersen Large Hill/4x5km,Norway,NOR,Nordic Combined,NCB
Silver,2,2022-02-17 00:00:00.0,SCHMID J,SCHMID Julian,M,../../../en/results/nordic-combined/athlete-profile-n1012748-julian-schmid.htm,Team Gundersen Large Hill/4x5km,Germany,GER,Nordic Combined,NCB
Silver,2,2022-02-17 00:00:00.0,FRENZEL E,FRENZEL Eric,M,../../../en/results/nordic-combined/athlete-profile-n1012684-eric-frenzel.htm,Team Gundersen Large Hill/4x5km,Germany,GER,Nordic Combined,NCB
Silver,2,2022-02-17 00:00:00.0,FAISST M,FAISST Manuel,M,../../../en/results/nordic-combined/athlete-profile-n1012704-manuel-faisst.htm,Team Gundersen Large Hill/4x5km,Germany,GER,Nordic Combined,NCB
Silver,2,2022-02-17 00:00:00.0,GEIGER V,GEIGER Vinzenz,M,../../../en/results/nordic-combined/athlete-profile-n1012744-vinzenz-geiger.htm,Team Gundersen Large Hill/4x5km,Germany,GER,Nordic Combined,NCB
Bronze,3,2022-02-17 00:00:00.0,WATABE A,WATABE Akito,M,../../../en/results/nordic-combined/athlete-profile-n1040931-akito-watabe.htm,Team Gundersen Large Hill/4x5km,Japan,JPN,Nordic Combined,NCB
Bronze,3,2022-02-17 00:00:00.0,YAMAMOTO R,YAMAMOTO Ryota,M,../../../en/results/nordic-combined/athlete-profile-n1040932-ryota-yamamoto.htm,Team Gundersen Large Hill/4x5km,Japan,JPN,Nordic Combined,NCB
Bronze,3,2022-02-17 00:00:00.0,WATABE Y,WATABE Yoshito,M,../../../en/results/nordic-combined/athlete-profile-n1040933-yoshito-watabe.htm,Team Gundersen Large Hill/4x5km,Japan,JPN,Nordic Combined,NCB
Bronze,3,2022-02-17 00:00:00.0,NAGAI H,NAGAI Hideaki,M,../../../en/results/nordic-combined/athlete-profile-n1040934-hideaki-nagai.htm,Team Gundersen Large Hill/4x5km,Japan,JPN,Nordic Combined,NCB
Gold,1,2022-02-17 00:00:00.0,TAKAGI M,TAKAGI Miho,W,../../../en/results/speed-skating/athlete-profile-n1042262-miho-takagi.htm,Women's 1000m,Japan,JPN,Speed Skating,SSK
Silver,2,2022-02-17 00:00:00.0,LEERDAM J,LEERDAM Jutta,W,../../../en/results/speed-skating/athlete-profile-n1055970-jutta-leerdam.htm,Women's 1000m,Netherlands,NED,Speed Skating,SSK
Bronze,3,2022-02-17 00:00:00.0,BOWE B,BOWE Brittany,W,../../../en/results/speed-skating/athlete-profile-n1037424-brittany-bowe.htm,Women's 1000m,United States of America,USA,Speed Skating,SSK
Gold,1,2022-02-18 00:00:00.0,BOE JT,BOE Johannes Thingnes,M,../../../en/results/biathlon/athlete-profile-n1031965-johannes-thingnes-boe.htm,Men's 15km Mass Start,Norway,NOR,Biathlon,BTH
Silver,2,2022-02-18 00:00:00.0,PONSILUOMA M,PONSILUOMA Martin,M,../../../en/results/biathlon/athlete-profile-n1051468-martin-ponsiluoma.htm,Men's 15km Mass Start,Sweden,SWE,Biathlon,BTH
Bronze,3,2022-02-18 00:00:00.0,CHRISTIANSEN VS,CHRISTIANSEN Vetle Sjaastad,M,../../../en/results/biathlon/athlete-profile-n1031960-vetle-sjaastad-christiansen.htm,Men's 15km Mass Start,Norway,NOR,Biathlon,BTH
Gold,1,2022-02-18 00:00:00.0,BRAISAZ-BOUCHET J,BRAISAZ-BOUCHET Justine,W,../../../en/results/biathlon/athlete-profile-n1035783-justine-braisaz-bouchet.htm,Women's 12.5km Mass Start,France,FRA,Biathlon,BTH
Silver,2,2022-02-18 00:00:00.0,ECKHOFF T,ECKHOFF Tiril,W,../../../en/results/biathlon/athlete-profile-n1031947-tiril-eckhoff.htm,Women's 12.5km Mass Start,Norway,NOR,Biathlon,BTH
Bronze,3,2022-02-18 00:00:00.0,ROEISELAND MO,ROEISELAND Marte Olsbu,W,../../../en/results/biathlon/athlete-profile-n1031950-marte-olsbu-roeiseland.htm,Women's 12.5km Mass Start,Norway,NOR,Biathlon,BTH
Bronze,3,2022-02-18 00:00:00.0,NICHOLS M,NICHOLS Mark,M,../../../en/results/curling/athlete-profile-n1054752-mark-nichols.htm,Men,Canada,CAN,Curling,CUR
Bronze,3,2022-02-18 00:00:00.0,GUSHUE B,GUSHUE Brad,M,../../../en/results/curling/athlete-profile-n1054753-brad-gushue.htm,Men,Canada,CAN,Curling,CUR
Bronze,3,2022-02-18 00:00:00.0,KENNEDY M,KENNEDY Marc,M,../../../en/results/curling/athlete-profile-n1054758-marc-kennedy.htm,Men,Canada,CAN,Curling,CUR
Bronze,3,2022-02-18 00:00:00.0,WALKER G,WALKER Geoff,M,../../../en/results/curling/athlete-profile-n1054777-geoff-walker.htm,Men,Canada,CAN,Curling,CUR
Bronze,3,2022-02-18 00:00:00.0,GALLANT B,GALLANT Brett,M,../../../en/results/curling/athlete-profile-n1054805-brett-gallant.htm,Men,Canada,CAN,Curling,CUR
Gold,1,2022-02-18 00:00:00.0,REGEZ R,REGEZ Ryan,M,../../../en/results/freestyle-skiing/athlete-profile-n1049807-ryan-regez.htm,Men's Ski Cross,Switzerland,SUI,Freestyle Skiing,FRS
Silver,2,2022-02-18 00:00:00.0,FIVA A,FIVA Alex,M,../../../en/results/freestyle-skiing/athlete-profile-n1048357-alex-fiva.htm,Men's Ski Cross,Switzerland,SUI,Freestyle Skiing,FRS
Bronze,3,2022-02-18 00:00:00.0,RIDZIK S,RIDZIK Sergey,M,../../../en/results/freestyle-skiing/athlete-profile-n1041115-sergey-ridzik.htm,Men's Ski Cross,ROC,ROC,Freestyle Skiing,FRS
Gold,1,2022-02-18 00:00:00.0,GU AE,GU Ailing Eileen,W,../../../en/results/freestyle-skiing/athlete-profile-n1058695-ailing-eileen-gu.htm,Women's Freeski Halfpipe,People's Republic of China,CHN,Freestyle Skiing,FRS
Silver,2,2022-02-18 00:00:00.0,SHARPE C,SHARPE Cassie,W,../../../en/results/freestyle-skiing/athlete-profile-n1037603-cassie-sharpe.htm,Women's Freeski Halfpipe,Canada,CAN,Freestyle Skiing,FRS
Bronze,3,2022-02-18 00:00:00.0,KARKER R,KARKER Rachael,W,../../../en/results/freestyle-skiing/athlete-profile-n1037616-rachael-karker.htm,Women's Freeski Halfpipe,Canada,CAN,Freestyle Skiing,FRS
Gold,1,2022-02-18 00:00:00.0,KROL T,KROL Thomas,M,../../../en/results/speed-skating/athlete-profile-n1055968-thomas-krol.htm,Men's 1000m,Netherlands,NED,Speed Skating,SSK
Silver,2,2022-02-18 00:00:00.0,DUBREUIL L,DUBREUIL Laurent,M,../../../en/results/speed-skating/athlete-profile-n1038477-laurent-dubreuil.htm,Men's 1000m,Canada,CAN,Speed Skating,SSK
Bronze,3,2022-02-18 00:00:00.0,LORENTZEN HH,LORENTZEN Haavard Holmefjord,M,../../../en/results/speed-skating/athlete-profile-n1032356-haavard-holmefjord-lorentzen.htm,Men's 1000m,Norway,NOR,Speed Skating,SSK
Gold,1,2022-02-19 00:00:00.0,NOLTE L,NOLTE Laura,W,../../../en/results/bobsleigh/athlete-profile-n1014467-laura-nolte.htm,2-woman,Germany,GER,Bobsleigh,BOB
Gold,1,2022-02-19 00:00:00.0,LEVI D,LEVI Deborah,W,../../../en/results/bobsleigh/athlete-profile-n1014545-deborah-levi.htm,2-woman,Germany,GER,Bobsleigh,BOB
Silver,2,2022-02-19 00:00:00.0,BURGHARDT A,BURGHARDT Alexandra,W,../../../en/results/bobsleigh/athlete-profile-n1014581-alexandra-burghardt.htm,2-woman,Germany,GER,Bobsleigh,BOB
Silver,2,2022-02-19 00:00:00.0,JAMANKA M,JAMANKA Mariama,W,../../../en/results/bobsleigh/athlete-profile-n1014463-mariama-jamanka.htm,2-woman,Germany,GER,Bobsleigh,BOB
Bronze,3,2022-02-19 00:00:00.0,MEYERS TAYLOR E,MEYERS TAYLOR Elana,W,../../../en/results/bobsleigh/athlete-profile-n1041472-elana-meyers-taylor.htm,2-woman,United States of America,USA,Bobsleigh,BOB
Bronze,3,2022-02-19 00:00:00.0,HOFFMAN S,HOFFMAN Sylvia,W,../../../en/results/bobsleigh/athlete-profile-n1041492-sylvia-hoffman.htm,2-woman,United States of America,USA,Bobsleigh,BOB
Gold,1,2022-02-19 00:00:00.0,BOLSHUNOV A,BOLSHUNOV Alexander,M,../../../en/results/cross-country-skiing/athlete-profile-n1036630-alexander-bolshunov.htm,Men's 50km Mass Start Free,ROC,ROC,Cross-Country Skiing,CCS
Silver,2,2022-02-19 00:00:00.0,YAKIMUSHKIN I,YAKIMUSHKIN Ivan,M,../../../en/results/cross-country-skiing/athlete-profile-n1036646-ivan-yakimushkin.htm,Men's 50km Mass Start Free,ROC,ROC,Cross-Country Skiing,CCS
Bronze,3,2022-02-19 00:00:00.0,KRUEGER SH,KRUEGER Simen Hegstad,M,../../../en/results/cross-country-skiing/athlete-profile-n1032193-simen-hegstad-krueger.htm,Men's 50km Mass Start Free,Norway,NOR,Cross-Country Skiing,CCS
Gold,1,2022-02-19 00:00:00.0,EDIN N,EDIN Niklas,M,../../../en/results/curling/athlete-profile-n1035390-niklas-edin.htm,Men,Sweden,SWE,Curling,CUR
Gold,1,2022-02-19 00:00:00.0,ERIKSSON O,ERIKSSON Oskar,M,../../../en/results/curling/athlete-profile-n1035391-oskar-eriksson.htm,Men,Sweden,SWE,Curling,CUR
Gold,1,2022-02-19 00:00:00.0,MAGNUSSON D,MAGNUSSON Daniel,M,../../../en/results/curling/athlete-profile-n1035392-daniel-magnusson.htm,Men,Sweden,SWE,Curling,CUR
Gold,1,2022-02-19 00:00:00.0,SUNDGREN C,SUNDGREN Christoffer,M,../../../en/results/curling/athlete-profile-n1035393-christoffer-sundgren.htm,Men,Sweden,SWE,Curling,CUR
Gold,1,2022-02-19 00:00:00.0,WRANAA R,WRANAA Rasmus,M,../../../en/results/curling/athlete-profile-n1035394-rasmus-wranaa.htm,Men,Sweden,SWE,Curling,CUR
Silver,2,2022-02-19 00:00:00.0,HARDIE G,HARDIE Grant,M,../../../en/results/curling/athlete-profile-n1044151-grant-hardie.htm,Men,Great Britain,GBR,Curling,CUR
Silver,2,2022-02-19 00:00:00.0,LAMMIE B,LAMMIE Bobby,M,../../../en/results/curling/athlete-profile-n1044153-bobby-lammie.htm,Men,Great Britain,GBR,Curling,CUR
Silver,2,2022-02-19 00:00:00.0,McMILLAN H,McMILLAN Hammy,M,../../../en/results/curling/athlete-profile-n1044155-hammy-mcmillan.htm,Men,Great Britain,GBR,Curling,CUR
Silver,2,2022-02-19 00:00:00.0,MOUAT B,MOUAT Bruce,M,../../../en/results/curling/athlete-profile-n1044158-bruce-mouat.htm,Men,Great Britain,GBR,Curling,CUR
Silver,2,2022-02-19 00:00:00.0,WHYTE R,WHYTE Ross,M,../../../en/results/curling/athlete-profile-n1044164-ross-whyte.htm,Men,Great Britain,GBR,Curling,CUR
Bronze,3,2022-02-19 00:00:00.0,HASSELBORG A,HASSELBORG Anna,W,../../../en/results/curling/athlete-profile-n1035385-anna-hasselborg.htm,Women,Sweden,SWE,Curling,CUR
Bronze,3,2022-02-19 00:00:00.0,HELDIN J,HELDIN Johanna,W,../../../en/results/curling/athlete-profile-n1035386-johanna-heldin.htm,Women,Sweden,SWE,Curling,CUR
Bronze,3,2022-02-19 00:00:00.0,KNOCHENHAUER A,KNOCHENHAUER Agnes,W,../../../en/results/curling/athlete-profile-n1035387-agnes-knochenhauer.htm,Women,Sweden,SWE,Curling,CUR
Bronze,3,2022-02-19 00:00:00.0,McMANUS S,McMANUS Sara,W,../../../en/results/curling/athlete-profile-n1035388-sara-mcmanus.htm,Women,Sweden,SWE,Curling,CUR
Bronze,3,2022-02-19 00:00:00.0,MABERGS S,MABERGS Sofia,W,../../../en/results/curling/athlete-profile-n1055801-sofia-mabergs.htm,Women,Sweden,SWE,Curling,CUR
Gold,1,2022-02-19 00:00:00.0,SUI W,SUI Wenjing,X,../../../en/results/figure-skating/athlete-profile-n1058064-wenjing-sui.htm,Pair Skating,People's Republic of China,CHN,Figure Skating,FSK
Gold,1,2022-02-19 00:00:00.0,HAN C,HAN Cong,X,../../../en/results/figure-skating/athlete-profile-n1058065-cong-han.htm,Pair Skating,People's Republic of China,CHN,Figure Skating,FSK
Silver,2,2022-02-19 00:00:00.0,TARASOVA E,TARASOVA Evgenia,X,../../../en/results/figure-skating/athlete-profile-n1057090-evgenia-tarasova.htm,Pair Skating,ROC,ROC,Figure Skating,FSK
Silver,2,2022-02-19 00:00:00.0,MOROZOV V,MOROZOV Vladimir,X,../../../en/results/figure-skating/athlete-profile-n1057091-vladimir-morozov.htm,Pair Skating,ROC,ROC,Figure Skating,FSK
Bronze,3,2022-02-19 00:00:00.0,GALLIAMOV A,GALLIAMOV Aleksandr,X,../../../en/results/figure-skating/athlete-profile-n1057087-aleksandr-galliamov.htm,Pair Skating,ROC,ROC,Figure Skating,FSK
Bronze,3,2022-02-19 00:00:00.0,MISHINA A,MISHINA Anastasia,X,../../../en/results/figure-skating/athlete-profile-n1057086-anastasia-mishina.htm,Pair Skating,ROC,ROC,Figure Skating,FSK
Gold,1,2022-02-19 00:00:00.0,PORTEOUS N,PORTEOUS Nico,M,../../../en/results/freestyle-skiing/athlete-profile-n1055037-nico-porteous.htm,Men's Freeski Halfpipe,New Zealand,NZL,Freestyle Skiing,FRS
Silver,2,2022-02-19 00:00:00.0,WISE D,WISE David,M,../../../en/results/freestyle-skiing/athlete-profile-n1044695-david-wise.htm,Men's Freeski Halfpipe,United States of America,USA,Freestyle Skiing,FRS
Bronze,3,2022-02-19 00:00:00.0,FERREIRA A,FERREIRA Alex,M,../../../en/results/freestyle-skiing/athlete-profile-n1044663-alex-ferreira.htm,Men's Freeski Halfpipe,United States of America,USA,Freestyle Skiing,FRS
Bronze,3,2022-02-19 00:00:00.0,CEHLARIK P,CEHLARIK Peter,M,../../../en/results/ice-hockey/athlete-profile-n1044230-peter-cehlarik.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,CAJKOVSKY M,CAJKOVSKY Michal,M,../../../en/results/ice-hockey/athlete-profile-n1044233-michal-cajkovsky.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,DANO M,DANO Marko,M,../../../en/results/ice-hockey/athlete-profile-n1044234-marko-dano.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,DALOGA M,DALOGA Marek,M,../../../en/results/ice-hockey/athlete-profile-n1044235-marek-daloga.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,GERNAT M,GERNAT Martin,M,../../../en/results/ice-hockey/athlete-profile-n1044247-martin-gernat.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,CERESNAK P,CERESNAK Peter,M,../../../en/results/ice-hockey/athlete-profile-n1044250-peter-ceresnak.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,HOLESINSKY A,HOLESINSKY Adrian,M,../../../en/results/ice-hockey/athlete-profile-n1044261-adrian-holesinsky.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,HRIVIK M,HRIVIK Marek,M,../../../en/results/ice-hockey/athlete-profile-n1044264-marek-hrivik.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,HUDACEK L,HUDACEK Libor,M,../../../en/results/ice-hockey/athlete-profile-n1044266-libor-hudacek.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,JURCO T,JURCO Tomas,M,../../../en/results/ice-hockey/athlete-profile-n1044278-tomas-jurco.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,KELEMEN M,KELEMEN Milos,M,../../../en/results/ice-hockey/athlete-profile-n1044279-milos-kelemen.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,KNAZKO S,KNAZKO Samuel,M,../../../en/results/ice-hockey/athlete-profile-n1044280-samuel-knazko.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,KONRAD B,KONRAD Branislav,M,../../../en/results/ice-hockey/athlete-profile-n1044284-branislav-konrad.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,KRISTOF M,KRISTOF Michal,M,../../../en/results/ice-hockey/athlete-profile-n1044286-michal-kristof.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,MARINCIN M,MARINCIN Martin,M,../../../en/results/ice-hockey/athlete-profile-n1044297-martin-marincin.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,NEMEC S,NEMEC Simon,M,../../../en/results/ice-hockey/athlete-profile-n1044304-simon-nemec.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,POSPISIL K,POSPISIL Kristian,M,../../../en/results/ice-hockey/athlete-profile-n1044367-kristian-pospisil.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,REGENDA P,REGENDA Pavol,M,../../../en/results/ice-hockey/athlete-profile-n1044370-pavol-regenda.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,ROMAN M,ROMAN Milos,M,../../../en/results/ice-hockey/athlete-profile-n1044372-milos-roman.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,ROSANDIC M,ROSANDIC Mislav,M,../../../en/results/ice-hockey/athlete-profile-n1044374-mislav-rosandic.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,RYBAR P,RYBAR Patrik,M,../../../en/results/ice-hockey/athlete-profile-n1044377-patrik-rybar.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,SLAFKOVSKY J,SLAFKOVSKY Juraj,M,../../../en/results/ice-hockey/athlete-profile-n1044385-juraj-slafkovsky.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,TOMEK M,TOMEK Matej,M,../../../en/results/ice-hockey/athlete-profile-n1044421-matej-tomek.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,ZUZIN P,ZUZIN Peter,M,../../../en/results/ice-hockey/athlete-profile-n1044427-peter-zuzin.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Bronze,3,2022-02-19 00:00:00.0,TAKAC S,TAKAC Samuel,M,../../../en/results/ice-hockey/athlete-profile-n1095647-samuel-takac.htm,Men,Slovakia,SVK,Ice Hockey,IHO
Gold,1,2022-02-19 00:00:00.0,SWINGS B,SWINGS Bart,M,../../../en/results/speed-skating/athlete-profile-n1045298-bart-swings.htm,Men's Mass Start,Belgium,BEL,Speed Skating,SSK
Silver,2,2022-02-19 00:00:00.0,CHUNG JW,CHUNG Jae Won,M,../../../en/results/speed-skating/athlete-profile-n1036444-jae-won-chung.htm,Men's Mass Start,Republic of Korea,KOR,Speed Skating,SSK
Bronze,3,2022-02-19 00:00:00.0,LEE SH,LEE Seung Hoon,M,../../../en/results/speed-skating/athlete-profile-n1036446-seung-hoon-lee.htm,Men's Mass Start,Republic of Korea,KOR,Speed Skating,SSK
Gold,1,2022-02-19 00:00:00.0,SCHOUTEN I,SCHOUTEN Irene,W,../../../en/results/speed-skating/athlete-profile-n1054311-irene-schouten.htm,Women's Mass Start,Netherlands,NED,Speed Skating,SSK
Silver,2,2022-02-19 00:00:00.0,BLONDIN I,BLONDIN Ivanie,W,../../../en/results/speed-skating/athlete-profile-n1038469-ivanie-blondin.htm,Women's Mass Start,Canada,CAN,Speed Skating,SSK
Bronze,3,2022-02-19 00:00:00.0,LOLLOBRIGIDA F,LOLLOBRIGIDA Francesca,W,../../../en/results/speed-skating/athlete-profile-n1035040-francesca-lollobrigida.htm,Women's Mass Start,Italy,ITA,Speed Skating,SSK
Gold,1,2022-02-20 00:00:00.0,STROLZ J,STROLZ Johannes,X,../../../en/results/alpine-skiing/athlete-profile-n1167459-johannes-strolz.htm,Mixed Team Parallel,Austria,AUT,Alpine Skiing,ALP
Gold,1,2022-02-20 00:00:00.0,LIENSBERGER K,LIENSBERGER Katharina,X,../../../en/results/alpine-skiing/athlete-profile-n1005319-katharina-liensberger.htm,Mixed Team Parallel,Austria,AUT,Alpine Skiing,ALP
Gold,1,2022-02-20 00:00:00.0,TRUPPE K,TRUPPE Katharina,X,../../../en/results/alpine-skiing/athlete-profile-n1005337-katharina-truppe.htm,Mixed Team Parallel,Austria,AUT,Alpine Skiing,ALP
Gold,1,2022-02-20 00:00:00.0,BRENNSTEINER S,BRENNSTEINER Stefan,X,../../../en/results/alpine-skiing/athlete-profile-n1005371-stefan-brennsteiner.htm,Mixed Team Parallel,Austria,AUT,Alpine Skiing,ALP
Gold,1,2022-02-20 00:00:00.0,MATT M,MATT Michael,X,../../../en/results/alpine-skiing/athlete-profile-n1005387-michael-matt.htm,Mixed Team Parallel,Austria,AUT,Alpine Skiing,ALP
Gold,1,2022-02-20 00:00:00.0,HUBER K,HUBER Katharina,X,../../../en/results/alpine-skiing/athlete-profile-n1005316-katharina-huber.htm,Mixed Team Parallel,Austria,AUT,Alpine Skiing,ALP
Silver,2,2022-02-20 00:00:00.0,DUERR L,DUERR Lena,X,../../../en/results/alpine-skiing/athlete-profile-n1012697-lena-duerr.htm,Mixed Team Parallel,Germany,GER,Alpine Skiing,ALP
Silver,2,2022-02-20 00:00:00.0,STRASSER L,STRASSER Linus,X,../../../en/results/alpine-skiing/athlete-profile-n1012698-linus-strasser.htm,Mixed Team Parallel,Germany,GER,Alpine Skiing,ALP
Silver,2,2022-02-20 00:00:00.0,SCHMID A,SCHMID Alexander,X,../../../en/results/alpine-skiing/athlete-profile-n1012737-alexander-schmid.htm,Mixed Team Parallel,Germany,GER,Alpine Skiing,ALP
Silver,2,2022-02-20 00:00:00.0,RAUCHFUSS J,RAUCHFUSS Julian,X,../../../en/results/alpine-skiing/athlete-profile-n1012752-julian-rauchfuss.htm,Mixed Team Parallel,Germany,GER,Alpine Skiing,ALP
Silver,2,2022-02-20 00:00:00.0,AICHER E,AICHER Emma,X,../../../en/results/alpine-skiing/athlete-profile-n1012881-emma-aicher.htm,Mixed Team Parallel,Germany,GER,Alpine Skiing,ALP
Bronze,3,2022-02-20 00:00:00.0,TVIBERG MT,TVIBERG Maria Therese,X,../../../en/results/alpine-skiing/athlete-profile-n1031294-maria-therese-tviberg.htm,Mixed Team Parallel,Norway,NOR,Alpine Skiing,ALP
Bronze,3,2022-02-20 00:00:00.0,STJERNESUND TL,STJERNESUND Thea Louise,X,../../../en/results/alpine-skiing/athlete-profile-n1031297-thea-louise-stjernesund.htm,Mixed Team Parallel,Norway,NOR,Alpine Skiing,ALP
Bronze,3,2022-02-20 00:00:00.0,HAUGAN T,HAUGAN Timon,X,../../../en/results/alpine-skiing/athlete-profile-n1031302-timon-haugan.htm,Mixed Team Parallel,Norway,NOR,Alpine Skiing,ALP
Bronze,3,2022-02-20 00:00:00.0,SOLHEIM FW,SOLHEIM Fabian Wilkens,X,../../../en/results/alpine-skiing/athlete-profile-n1031308-fabian-wilkens-solheim.htm,Mixed Team Parallel,Norway,NOR,Alpine Skiing,ALP
Bronze,3,2022-02-20 00:00:00.0,WINDINGSTAD R,WINDINGSTAD Rasmus,X,../../../en/results/alpine-skiing/athlete-profile-n1031309-rasmus-windingstad.htm,Mixed Team Parallel,Norway,NOR,Alpine Skiing,ALP
Bronze,3,2022-02-20 00:00:00.0,HOLTMANN MF,HOLTMANN Mina Fuerst,X,../../../en/results/alpine-skiing/athlete-profile-n1031370-mina-fuerst-holtmann.htm,Mixed Team Parallel,Norway,NOR,Alpine Skiing,ALP
Gold,1,2022-02-20 00:00:00.0,BAUER C,BAUER Candy,O,../../../en/results/bobsleigh/athlete-profile-n1014473-candy-bauer.htm,4-man,Germany,GER,Bobsleigh,BOB
Gold,1,2022-02-20 00:00:00.0,FRIEDRICH F,FRIEDRICH Francesco,O,../../../en/results/bobsleigh/athlete-profile-n1014476-francesco-friedrich.htm,4-man,Germany,GER,Bobsleigh,BOB
Gold,1,2022-02-20 00:00:00.0,SCHUELLER A,SCHUELLER Alexander,O,../../../en/results/bobsleigh/athlete-profile-n1014498-alexander-schueller.htm,4-man,Germany,GER,Bobsleigh,BOB
Gold,1,2022-02-20 00:00:00.0,MARGIS T,MARGIS Thorsten,O,../../../en/results/bobsleigh/athlete-profile-n1014480-thorsten-margis.htm,4-man,Germany,GER,Bobsleigh,BOB
Silver,2,2022-02-20 00:00:00.0,RASP C,RASP Christian,O,../../../en/results/bobsleigh/athlete-profile-n1014482-christian-rasp.htm,4-man,Germany,GER,Bobsleigh,BOB
Silver,2,2022-02-20 00:00:00.0,BAUER F,BAUER Florian,O,../../../en/results/bobsleigh/athlete-profile-n1014488-florian-bauer.htm,4-man,Germany,GER,Bobsleigh,BOB
Silver,2,2022-02-20 00:00:00.0,WEBER C,WEBER Christopher,O,../../../en/results/bobsleigh/athlete-profile-n1014499-christopher-weber.htm,4-man,Germany,GER,Bobsleigh,BOB
Silver,2,2022-02-20 00:00:00.0,LOCHNER J,LOCHNER Johannes,O,../../../en/results/bobsleigh/athlete-profile-n1014479-johannes-lochner.htm,4-man,Germany,GER,Bobsleigh,BOB
Bronze,3,2022-02-20 00:00:00.0,KRIPPS J,KRIPPS Justin,O,../../../en/results/bobsleigh/athlete-profile-n1054928-justin-kripps.htm,4-man,Canada,CAN,Bobsleigh,BOB
Bronze,3,2022-02-20 00:00:00.0,COAKWELL B,COAKWELL Benjamin,O,../../../en/results/bobsleigh/athlete-profile-n1054929-benjamin-coakwell.htm,4-man,Canada,CAN,Bobsleigh,BOB
Bronze,3,2022-02-20 00:00:00.0,STONES C,STONES Cam,O,../../../en/results/bobsleigh/athlete-profile-n1054944-cam-stones.htm,4-man,Canada,CAN,Bobsleigh,BOB
Bronze,3,2022-02-20 00:00:00.0,SOMMER R,SOMMER Ryan,O,../../../en/results/bobsleigh/athlete-profile-n1054954-ryan-sommer.htm,4-man,Canada,CAN,Bobsleigh,BOB
Gold,1,2022-02-20 00:00:00.0,JOHAUG T,JOHAUG Therese,W,../../../en/results/cross-country-skiing/athlete-profile-n1032178-therese-johaug.htm,Women's 30km Mass Start Free,Norway,NOR,Cross-Country Skiing,CCS
Silver,2,2022-02-20 00:00:00.0,DIGGINS J,DIGGINS Jessie,W,../../../en/results/cross-country-skiing/athlete-profile-n1041359-jessie-diggins.htm,Women's 30km Mass Start Free,United States of America,USA,Cross-Country Skiing,CCS
Bronze,3,2022-02-20 00:00:00.0,NISKANEN K,NISKANEN Kerttu,W,../../../en/results/cross-country-skiing/athlete-profile-n1013060-kerttu-niskanen.htm,Women's 30km Mass Start Free,Finland,FIN,Cross-Country Skiing,CCS
Gold,1,2022-02-20 00:00:00.0,WRIGHT V,WRIGHT Vicky,W,../../../en/results/curling/athlete-profile-n1044165-vicky-wright.htm,Women,Great Britain,GBR,Curling,CUR
