name,short_name,gender,birth_date,birth_place,birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,height_m/ft,url
BARCLAY Ben,BARCLAY B,Male,2002-02-04,AUCKLAND,New Zealand,New Zealand,NZL,Freestyle Skiing,FRS,WANAKA,New Zealand,,../../../en/results/freestyle-skiing/athlete-profile-n1055028-ben-barclay.htm
BARKOV Viacheslav,BARKOV V,Male,1992-02-28,ST. PETERSBURG,Russian Federation,ROC,ROC,Nordic Combined,NCB,MOSCOW,Russian Federation,,../../../en/results/nordic-combined/athlete-profile-n1036703-viacheslav-barkov.htm
BARNES Cayla,BARNES C,Female,1999-01-07,"CORONA, CA",United States of America,United States of America,USA,Ice Hockey,IHO,"KEENE, NH",United States of America,1.57/5'1'',../../../en/results/ice-hockey/athlete-profile-n1037548-cayla-barnes.htm
BARON Alizee,BARON A,Female,1992-08-06,MONTPELLIER,France,France,FRA,Freestyle Skiing,FRS,ORCIERES,France,,../../../en/results/freestyle-skiing/athlete-profile-n1035828-alizee-baron.htm
BARQUERO Laura,BARQUERO L,Female,2001-10-12,MADRID,Spain,Spain,ESP,Figure Skating,FSK,BERGAMO,Italy,,../../../en/results/figure-skating/athlete-profile-n1036887-laura-barquero.htm
BARTKO Simon,BARTKO S,Male,1996-07-11,PRESOV,Slovakia,Slovakia,SVK,Biathlon,BTH,SIROKE,Slovakia,,../../../en/results/biathlon/athlete-profile-n1053048-simon-bartko.htm
BARTOSAK Patrik,BARTOSAK P,Male,1993-03-29,KOPRIVNICE,Czech Republic,Czech Republic,CZE,Ice Hockey,IHO,KHABAROVSK,Russian Federation,1.85/6'0'',../../../en/results/ice-hockey/athlete-profile-n1055618-patrik-bartosak.htm
BARUGH Anja,BARUGH A,Female,1999-05-21,MORRINSVILLE,New Zealand,New Zealand,NZL,Freestyle Skiing,FRS,WANAKA,New Zealand,,../../../en/results/freestyle-skiing/athlete-profile-n1055029-anja-barugh.htm
BARUZZI FARRIOL Francesca,BARUZZI FARRIOL F,Female,1998-07-22,SAN CARLOS DE BARILOCHE,Argentina,Argentina,ARG,Alpine Skiing,ALP,BUENOS AIRES,Argentina,,../../../en/results/alpine-skiing/athlete-profile-n1037536-francesca-baruzzi-farriol.htm
BASERGA Amy,BASERGA A,Female,2000-09-29,ZURICH,Switzerland,Switzerland,SUI,Biathlon,BTH,EINSIEDELN,Switzerland,,../../../en/results/biathlon/athlete-profile-n1048277-amy-baserga.htm
BASSINO Marta,BASSINO M,Female,1996-02-27,CUNEO,Italy,Italy,ITA,Alpine Skiing,ALP,BORGO SAN DALMAZZO,Italy,,../../../en/results/alpine-skiing/athlete-profile-n1015217-marta-bassino.htm
BATALOVA Maria,BATALOVA M,Female,1996-05-03,MEZHDURECHYE,Russian Federation,ROC,ROC,Ice Hockey,IHO,,,1.73/5'8'',../../../en/results/ice-hockey/athlete-profile-n1056247-maria-batalova.htm
BATES Evan,BATES E,Male,1989-02-23,"ANN ARBOR, MI",United States of America,United States of America,USA,Figure Skating,FSK,"MONTREAL, QC",Canada,,../../../en/results/figure-skating/athlete-profile-n1035132-evan-bates.htm
BATMUNKH Achbadrakh,BATMUNKH A,Male,1994-12-21,,Mongolia,Mongolia,MGL,Cross-Country Skiing,CCS,,Mongolia,,../../../en/results/cross-country-skiing/athlete-profile-n1051011-achbadrakh-batmunkh.htm
BATNA Oskars,BATNA O,Male,1995-05-07,RIGA,Latvia,Latvia,LAT,Ice Hockey,IHO,MIKKELI,Finland,1.95/6'4'',../../../en/results/ice-hockey/athlete-profile-n1037289-oskars-batna.htm
BAU Mathias,BAU M,Male,1993-07-03,GLOSTRUP,Denmark,Denmark,DEN,Ice Hockey,IHO,HERNING,Denmark,2.00/6'6'',../../../en/results/ice-hockey/athlete-profile-n1032229-mathias-bau.htm
BAU Mia,BAU M,Female,1995-06-22,ROEDOVRE,Denmark,Denmark,DEN,Ice Hockey,IHO,,,1.67/5'5'',../../../en/results/ice-hockey/athlete-profile-n1031859-mia-bau.htm
BAUD Matteo,BAUD M,Male,2002-06-26,PONTARLIER,France,France,FRA,Nordic Combined,NCB,METABIEF,France,,../../../en/results/nordic-combined/athlete-profile-n1035852-matteo-baud.htm
BAUER Candy,BAUER C,Male,1986-07-31,ZSCHOPAU,German Democratic Republic,Germany,GER,Bobsleigh,BOB,NIEDERLAUTERSTEIN,Germany,,../../../en/results/bobsleigh/athlete-profile-n1014473-candy-bauer.htm
BAUER Florian,BAUER F,Male,1994-02-11,ALTOTTING,Germany,Germany,GER,Bobsleigh,BOB,MUNICH,Germany,,../../../en/results/bobsleigh/athlete-profile-n1014488-florian-bauer.htm
BAUMANN Jonas,BAUMANN J,Male,1990-03-27,LOHN,Switzerland,Switzerland,SUI,Cross-Country Skiing,CCS,DAVOS,Switzerland,1.76/5'9'',../../../en/results/cross-country-skiing/athlete-profile-n1048278-jonas-baumann.htm
BAUMANN Romed,BAUMANN R,Male,1986-01-14,ST. JOHANN IN TIROL,Austria,Germany,GER,Alpine Skiing,ALP,KIEFERSFELDEN,Germany,,../../../en/results/alpine-skiing/athlete-profile-n1012758-romed-baumann.htm
BAUMEISTER Stefan,BAUMEISTER S,Male,1993-04-18,BAD AIBLING,Germany,Germany,GER,Snowboard,SBD,FELDKIRCHEN,Germany,,../../../en/results/snowboard/athlete-profile-n1001658-stefan-baumeister.htm
BAUMGARTNER Nick,BAUMGARTNER N,Male,1981-12-17,"IRON RIVER, MI",United States of America,United States of America,USA,Snowboard,SBD,"IRON RIVER, MI",United States of America,,../../../en/results/snowboard/athlete-profile-n1044777-nick-baumgartner.htm
BAUMGARTNER Patrick,BAUMGARTNER P,Male,1994-12-27,BRUNICO,Italy,Italy,ITA,Bobsleigh,BOB,ISSING,Italy,,../../../en/results/bobsleigh/athlete-profile-n1015415-patrick-baumgartner.htm
BEATTY Dahria,BEATTY D,Female,1994-03-07,"WHITEHORSE, YK",Canada,Canada,CAN,Cross-Country Skiing,CCS,"CANMORE, AB",Canada,,../../../en/results/cross-country-skiing/athlete-profile-n1051707-dahria-beatty.htm
BEAUDRY Sarah,BEAUDRY S,Female,1994-03-19,"PRINCE GEORGE, BC",Canada,Canada,CAN,Biathlon,BTH,"CANMORE, AB",Canada,,../../../en/results/biathlon/athlete-profile-n1051498-sarah-beaudry.htm
BEAULIEU Sebastien,BEAULIEU S,Male,1991-01-04,"QUEBEC CITY, QC",Canada,Canada,CAN,Snowboard,SBD,"ST-FERREOL-LES-NEIGES, QC",Canada,,../../../en/results/snowboard/athlete-profile-n1045867-sebastien-beaulieu.htm
BEAUVAIS Cesar,BEAUVAIS C,Male,2000-08-17,SALLANCHES,France,Belgium,BEL,Biathlon,BTH,COMBLOUX,France,,../../../en/results/biathlon/athlete-profile-n1052795-cesar-beauvais.htm
BECKERT Patrick,BECKERT P,Male,1990-04-17,SONDERSHAUSEN,Germany,Germany,GER,Speed Skating,SSK,ERFURT,Germany,1.83/6'0'',../../../en/results/speed-skating/athlete-profile-n1001513-patrick-beckert.htm
BEIERL Katrin,BEIERL K,Female,1993-08-16,MODLING,Austria,Austria,AUT,Bobsleigh,BOB,INNSBRUCK,Austria,,../../../en/results/bobsleigh/athlete-profile-n1004331-katrin-beierl.htm
BELCHOS Jordan,BELCHOS J,Male,1989-06-22,"SCARBOROUGH, ON",Canada,Canada,CAN,Speed Skating,SSK,"CALGARY, AB",Canada,1.84/6'0'',../../../en/results/speed-skating/athlete-profile-n1038468-jordan-belchos.htm
BELINGHERI Sofia,BELINGHERI S,Female,1995-04-24,BERGAMO,Italy,Italy,ITA,Snowboard,SBD,RONCOLA,Italy,,../../../en/results/snowboard/athlete-profile-n1015266-sofia-belingheri.htm
BELL Ashton,BELL A,Female,1999-12-07,"BRANDON, MB",Canada,Canada,CAN,Ice Hockey,IHO,"DELORAINE, MB",Canada,1.74/5'8'',../../../en/results/ice-hockey/athlete-profile-n1036308-ashton-bell.htm
BELL Mariah,BELL M,Female,1996-04-18,"TULSA, OK",United States of America,United States of America,USA,Figure Skating,FSK,"IRVINE, CA",United States of America,,../../../en/results/figure-skating/athlete-profile-n1035159-mariah-bell.htm
BELLINGHAM Phil,BELLINGHAM P,Male,1991-02-24,"MOUNT BEAUTY, VIC",Australia,Australia,AUS,Cross-Country Skiing,CCS,"BOGONG, VIC",Australia,1.84/6'0'',../../../en/results/cross-country-skiing/athlete-profile-n1046133-phil-bellingham.htm
BELOMESTNYKH Yulia,BELOMESTNYKH Y,Female,1996-03-17,NOVOTROITSK,Russian Federation,ROC,ROC,Bobsleigh,BOB,,,,../../../en/results/bobsleigh/athlete-profile-n1056067-yulia-belomestnykh.htm
BELYAKOVA Lyudmila,BELYAKOVA L,Female,1994-08-12,MOSCOW,Russian Federation,ROC,ROC,Ice Hockey,IHO,,,1.70/5'6'',../../../en/results/ice-hockey/athlete-profile-n1056249-lyudmila-belyakova.htm
BENDIKA Baiba,BENDIKA B,Female,1991-06-27,CESIS,Latvia,Latvia,LAT,Biathlon,BTH,ROZULA,Latvia,,../../../en/results/biathlon/athlete-profile-n1037180-baiba-bendika.htm
BENDIKA Baiba,BENDIKA B,Female,1991-06-27,CESIS,Latvia,Latvia,LAT,Cross-Country Skiing,CCS,ROZULA,Latvia,,../../../en/results/cross-country-skiing/athlete-profile-n1037180-baiba-bendika.htm
BENECKEN Sascha,BENECKEN S,Male,1990-02-14,SUHL,Germany,Germany,GER,Luge,LUG,SUHL,Germany,,../../../en/results/luge/athlete-profile-n1014522-sascha-benecken.htm
BENGTSSON Lukas,BENGTSSON L,Male,1994-04-14,STOCKHOLM,Sweden,Sweden,SWE,Ice Hockey,IHO,MINSK,Belarus,1.78/5'10'',../../../en/results/ice-hockey/athlete-profile-n1048668-lukas-bengtsson.htm
BENIERS Matty,BENIERS M,Male,2002-11-05,"HINGHAM, MA",United States of America,United States of America,USA,Ice Hockey,IHO,,,1.85/6'0'',../../../en/results/ice-hockey/athlete-profile-n1181998-matty-beniers.htm
BENNETT Bryce,BENNETT B,Male,1992-07-14,"TRUCKEE, CA",United States of America,United States of America,USA,Alpine Skiing,ALP,"TRUCKEE, CA",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1041196-bryce-bennett.htm
BENTZ Coralie,BENTZ C,Female,1996-05-21,AMBILLY,France,France,FRA,Cross-Country Skiing,CCS,SAINT-GERVAIS-LES-BAINS,France,,../../../en/results/cross-country-skiing/athlete-profile-n1035804-coralie-bentz.htm
BERANOVA Tereza,BERANOVA T,Female,1998-11-23,JABLONEC NAD NISOU,Czech Republic,Czech Republic,CZE,Cross-Country Skiing,CCS,VELKE HAMRY,Czech Republic,,../../../en/results/cross-country-skiing/athlete-profile-n1040804-tereza-beranova.htm
BERG Paul,BERG P,Male,1991-09-26,BERGISCH GLADBACH,Germany,Germany,GER,Snowboard,SBD,SONTHOFEN,Germany,,../../../en/results/snowboard/athlete-profile-n1001660-paul-berg.htm
BERGERMANN Zoe,BERGERMANN Z,Female,1994-04-28,"HALTON HILLS, ON",Canada,Canada,CAN,Snowboard,SBD,"NORTH VANCOUVER, BC",Canada,,../../../en/results/snowboard/athlete-profile-n1045843-zoe-bergermann.htm
BERGLUND Ebba,BERGLUND E,Female,1998-06-13,OERNSKOELDSVIK,Sweden,Sweden,SWE,Ice Hockey,IHO,,,1.60/5'2'',../../../en/results/ice-hockey/athlete-profile-n1041990-ebba-berglund.htm
BERGMANN Lean,BERGMANN L,Male,1998-10-04,HEMER,Germany,Germany,GER,Ice Hockey,IHO,MANNHEIM,Germany,1.87/6'1'',../../../en/results/ice-hockey/athlete-profile-n1001253-lean-bergmann.htm
BERGSMA Jorrit,BERGSMA J,Male,1986-02-01,ALDEBOARN,Netherlands,Netherlands,NED,Speed Skating,SSK,ALDEBOARN,Netherlands,1.89/6'2'',../../../en/results/speed-skating/athlete-profile-n1054346-jorrit-bergsma.htm
BERGSTROM Paula,BERGSTROM P,Female,1999-01-26,KOPMANHOLMEN,Sweden,Sweden,SWE,Ice Hockey,IHO,,,1.72/5'7'',../../../en/results/ice-hockey/athlete-profile-n1041991-paula-bergstrom.htm
BERRA Reto,BERRA R,Male,1987-01-03,BULACH,Switzerland,Switzerland,SUI,Ice Hockey,IHO,FRIBOURG,Switzerland,1.95/6'4'',../../../en/results/ice-hockey/athlete-profile-n1048283-reto-berra.htm
BERREITER Anna,BERREITER A,Female,1999-09-03,BERCHTESGADEN,Germany,Germany,GER,Luge,LUG,BISCHOFSWIESEN,Germany,,../../../en/results/luge/athlete-profile-n1014534-anna-berreiter.htm
BERRY Joos,BERRY J,Male,1990-05-08,,Switzerland,Switzerland,SUI,Freestyle Skiing,FRS,,Switzerland,,../../../en/results/freestyle-skiing/athlete-profile-n1048284-joos-berry.htm
BERTAGNA Silvia,BERTAGNA S,Female,1986-11-30,,Italy,Italy,ITA,Freestyle Skiing,FRS,VAL GARDENA,Italy,,../../../en/results/freestyle-skiing/athlete-profile-n1015235-silvia-bertagna.htm
BERTSCHY Christoph,BERTSCHY C,Male,1994-04-05,FRIBOURG,Switzerland,Switzerland,SUI,Ice Hockey,IHO,LAUSANNE,Switzerland,1.78/5'10'',../../../en/results/ice-hockey/athlete-profile-n1048287-christoph-bertschy.htm
BERULAVA Luka,BERULAVA L,Male,2002-11-27,MOSCOW,Russian Federation,Georgia,GEO,Figure Skating,FSK,PERM,Russian Federation,,../../../en/results/figure-skating/athlete-profile-n1036009-luka-berulava.htm
BERZINS Gints,BERZINS G,Male,2002-03-08,SIGULDA,Latvia,Latvia,LAT,Luge,LUG,SIGULDA,Latvia,,../../../en/results/luge/athlete-profile-n1037162-gints-berzins.htm
BERZINS Reinis,BERZINS R,Male,2001-07-10,RIGA,Latvia,Latvia,LAT,Short Track Speed Skating,STK,OZOLNIEKI,Latvia,,../../../en/results/short-track-speed-skating/athlete-profile-n1037333-reinis-berzins.htm
BESCOND Anais,BESCOND A,Female,1987-05-15,AUNAY SUR ODON,France,France,FRA,Biathlon,BTH,LES ROUSSES,France,,../../../en/results/biathlon/athlete-profile-n1035782-anais-bescond.htm
BI Ye,BI Y,Male,1994-05-26,,People's Republic of China,People's Republic of China,CHN,Snowboard,SBD,,People's Republic of China,,../../../en/results/snowboard/athlete-profile-n1057701-ye-bi.htm
BICKNER Kevin,BICKNER K,Male,1996-09-23,"LAKE FOREST, IL",United States of America,United States of America,USA,Ski Jumping,SJP,"PARK CITY, UT",United States of America,,../../../en/results/ski-jumping/athlete-profile-n1041434-kevin-bickner.htm
BIDAR Martin,BIDAR M,Male,1999-02-24,CESKE BUDEJOVICE,Czech Republic,Czech Republic,CZE,Figure Skating,FSK,PRAGUE,Czech Republic,,../../../en/results/figure-skating/athlete-profile-n1034883-martin-bidar.htm
BIELA-NOWACZYK Weronika,BIELA-NOWACZYK W,Female,1991-09-15,ZAKOPANE,Poland,Poland,POL,Snowboard,SBD,ZAKOPANE,Poland,,../../../en/results/snowboard/athlete-profile-n1032069-weronika-biela-nowaczyk.htm
BIERI Cyril,BIERI C,Male,1993-10-22,,Switzerland,Switzerland,SUI,Bobsleigh,BOB,VETROZ,Switzerland,,../../../en/results/bobsleigh/athlete-profile-n1048290-cyril-bieri.htm
BILOSIUK Olena,BILOSIUK O,Female,1987-01-09,LEGNICA,Poland,Ukraine,UKR,Biathlon,BTH,TERNOPIL,Ukraine,,../../../en/results/biathlon/athlete-profile-n1051686-olena-bilosiuk.htm
BILOTTI Lorenzo,BILOTTI L,Male,1994-09-21,FAENZA,Italy,Italy,ITA,Bobsleigh,BOB,BARBIANO,Italy,,../../../en/results/bobsleigh/athlete-profile-n1015414-lorenzo-bilotti.htm
BILOUS Finn,BILOUS F,Male,1999-09-22,WANAKA,New Zealand,New Zealand,NZL,Freestyle Skiing,FRS,WANAKA,New Zealand,,../../../en/results/freestyle-skiing/athlete-profile-n1055030-finn-bilous.htm
BILYALOV Timur,BILYALOV T,Male,1995-03-28,KAZAN,Russian Federation,ROC,ROC,Ice Hockey,IHO,KAZAN,Russian Federation,1.79/5'10'',../../../en/results/ice-hockey/athlete-profile-n1056452-timur-bilyalov.htm
BINDILATTI Edson Luques,BINDILATTI EL,Male,1979-03-13,CAMAMU,Brazil,Brazil,BRA,Bobsleigh,BOB,CAMAMU,Brazil,,../../../en/results/bobsleigh/athlete-profile-n1055464-edson-luques-bindilatti.htm
BINEY Maame,BINEY M,Female,2000-01-28,ACCRA,Ghana,United States of America,USA,Short Track Speed Skating,STK,"SALT LAKE CITY, UT",United States of America,,../../../en/results/short-track-speed-skating/athlete-profile-n1037514-maame-biney.htm
BIONAZ Didier,BIONAZ D,Male,2000-02-22,AOSTA,Italy,Italy,ITA,Biathlon,BTH,BIONAZ,Italy,,../../../en/results/biathlon/athlete-profile-n1040896-didier-bionaz.htm
BIRKELAND Giorgia,BIRKELAND G,Female,2002-06-14,,Italy,United States of America,USA,Speed Skating,SSK,"WHITE BEAR LAKE, MN",United States of America,1.73/5'8'',../../../en/results/speed-skating/athlete-profile-n1037438-giorgia-birkeland.htm
BIRKNER de MIGUEL Tomas,BIRKNER de MIGUEL,Male,1997-03-05,SAN CARLOS DE BARILOCHE,Argentina,Argentina,ARG,Alpine Skiing,ALP,SAN CARLOS DE BARILOCHE,Argentina,,../../../en/results/alpine-skiing/athlete-profile-n1037538-tomas-birkner-de-miguel.htm
BITTNER Dominik,BITTNER D,Male,1992-06-10,WEILHEIM,Germany,Germany,GER,Ice Hockey,IHO,WOLFSBURG,Germany,1.80/5'10'',../../../en/results/ice-hockey/athlete-profile-n1001263-dominik-bittner.htm
BJOERNSTAD Espen,BJOERNSTAD E,Male,1993-12-26,TRONDHEIM,Norway,Norway,NOR,Nordic Combined,NCB,TRONDHEIM,Norway,1.84/6'0'',../../../en/results/nordic-combined/athlete-profile-n1013777-espen-bjoernstad.htm
BJOERSETH Thea Minyan,BJOERSETH TM,Female,2003-10-30,,Norway,Norway,NOR,Ski Jumping,SJP,LENA,Norway,,../../../en/results/ski-jumping/athlete-profile-n1031532-thea-minyan-bjoerseth.htm
BJORNINEN Hannes,BJORNINEN H,Male,1995-10-19,LAHTI,Finland,Finland,FIN,Ice Hockey,IHO,HELSINKI,Finland,1.85/6'0'',../../../en/results/ice-hockey/athlete-profile-n1025180-hannes-bjorninen.htm
BLAIS Danae,BLAIS D,Female,1999-05-10,"CHATEAUGUAY, QC",Canada,Canada,CAN,Short Track Speed Skating,STK,"CHATEAUGUAY, QC",Canada,,../../../en/results/short-track-speed-skating/athlete-profile-n1038572-danae-blais.htm
BLASER Andrew,BLASER A,Male,1989-05-08,"MERIDIAN, ID",United States of America,United States of America,USA,Skeleton,SKN,"SALT LAKE CITY, UT",United States of America,,../../../en/results/skeleton/athlete-profile-n1041499-andrew-blaser.htm
BLASHKO Darya,BLASHKO D,Female,1996-01-28,NOVOPOLOTSK,Belarus,Ukraine,UKR,Biathlon,BTH,CHERNIHIV,Ukraine,,../../../en/results/biathlon/athlete-profile-n1051696-darya-blashko.htm
BLOEMEN Ted-Jan,BLOEMEN TJ,Male,1986-08-16,LEIDERDORP,Netherlands,Canada,CAN,Speed Skating,SSK,"CALGARY, AB",Canada,1.79/5'10'',../../../en/results/speed-skating/athlete-profile-n1038466-ted-jan-bloemen.htm
BLONDEAU Gael,BLONDEAU G,Male,2000-12-28,PONTARLIER,France,France,FRA,Nordic Combined,NCB,CHAPELLE-DES-BOIS,France,,../../../en/results/nordic-combined/athlete-profile-n1035853-gael-blondeau.htm
BLONDIN Ivanie,BLONDIN I,Female,1990-04-02,"OTTAWA, ON",Canada,Canada,CAN,Speed Skating,SSK,"CALGARY, AB",Canada,1.62/5'3'',../../../en/results/speed-skating/athlete-profile-n1038469-ivanie-blondin.htm
BLOUIN Laurie,BLOUIN L,Female,1996-04-07,"QUEBEC CITY, QC",Canada,Canada,CAN,Snowboard,SBD,"STONEHAM, QC",Canada,,../../../en/results/snowboard/athlete-profile-n1045849-laurie-blouin.htm
BLUNCK Aaron,BLUNCK A,Male,1996-04-12,"CRESTED BUTTE, CO",United States of America,United States of America,USA,Freestyle Skiing,FRS,"DENVER, CO",United States of America,,../../../en/results/freestyle-skiing/athlete-profile-n1044659-aaron-blunck.htm
BOCH Margot,BOCH M,Female,1999-06-13,MACOT LA PLAGNE,France,France,FRA,Bobsleigh,BOB,LE BOURGET-DU-LAC,France,,../../../en/results/bobsleigh/athlete-profile-n1034732-margot-boch.htm
BOE Johannes Thingnes,BOE JT,Male,1993-05-16,STRYN,Norway,Norway,NOR,Biathlon,BTH,KONGSVINGER,Norway,,../../../en/results/biathlon/athlete-profile-n1031965-johannes-thingnes-boe.htm
BOE Tarjei,BOE T,Male,1988-07-29,EID,Norway,Norway,NOR,Biathlon,BTH,OSLO,Norway,,../../../en/results/biathlon/athlete-profile-n1031962-tarjei-boe.htm
BOEDKER Mikkel,BOEDKER M,Male,1989-12-16,BRONDBY,Denmark,Denmark,DEN,Ice Hockey,IHO,LUGANO,Switzerland,1.81/5'11'',../../../en/results/ice-hockey/athlete-profile-n1031909-mikkel-boedker.htm
BOEGL Lucas,BOEGL L,Male,1990-06-14,MUNICH,Germany,Germany,GER,Cross-Country Skiing,CCS,HOLZKIRCHEN,Germany,,../../../en/results/cross-country-skiing/athlete-profile-n1012700-lucas-boegl.htm
BOEHM Marit Fjellanger,BOEHM MF,Female,1988-10-24,,,Norway,NOR,Speed Skating,SSK,STAVANGER,Norway,1.72/5'7'',../../../en/results/speed-skating/athlete-profile-n1032338-marit-fjellanger-boehm.htm
BOESCH Fabian,BOESCH F,Male,1997-07-06,HIRSCHTHAL,Switzerland,Switzerland,SUI,Freestyle Skiing,FRS,ENGELBERG,Switzerland,,../../../en/results/freestyle-skiing/athlete-profile-n1048295-fabian-boesch.htm
BOESIGER Jonas,BOESIGER J,Male,1995-04-05,AARAU,Switzerland,Switzerland,SUI,Snowboard,SBD,IBACH,Switzerland,,../../../en/results/snowboard/athlete-profile-n1048297-jonas-boesiger.htm
BOGATAJ Ursa,BOGATAJ U,Female,1995-03-07,LJUBLJANA,Slovenia,Slovenia,SLO,Ski Jumping,SJP,POLHAV GRADEC,Slovenia,,../../../en/results/ski-jumping/athlete-profile-n1051176-ursa-bogataj.htm
BOGDANOV Andrei,BOGDANOV A,Male,1992-10-17,DMITROV,Russian Federation,ROC,ROC,Luge,LUG,DMITROV,Russian Federation,,../../../en/results/luge/athlete-profile-n1016383-andrei-bogdanov.htm
BOHNACKER Daniel,BOHNACKER D,Male,1990-02-21,BLAUBEUREN,Germany,Germany,GER,Freestyle Skiing,FRS,WESTERHEIM,Germany,,../../../en/results/freestyle-skiing/athlete-profile-n1012759-daniel-bohnacker.htm
BOIKOVA Aleksandra,BOIKOVA A,Female,2002-01-20,SAINT PETERSBURG,Russian Federation,ROC,ROC,Figure Skating,FSK,SAINT PETERSBURG,Russian Federation,,../../../en/results/figure-skating/athlete-profile-n1057084-aleksandra-boikova.htm
BOLGAREVA Polina,BOLGAREVA P,Female,1999-02-06,MOSCOW,Russian Federation,ROC,ROC,Ice Hockey,IHO,,,1.67/5'5'',../../../en/results/ice-hockey/athlete-profile-n1056250-polina-bolgareva.htm
BOLGER Kevin,BOLGER K,Male,1993-04-11,"MINOCQUA, WI",United States of America,United States of America,USA,Cross-Country Skiing,CCS,"KETCHUM, ID",United States of America,,../../../en/results/cross-country-skiing/athlete-profile-n1041363-kevin-bolger.htm
BOLSHUNOV Alexander,BOLSHUNOV A,Male,1996-12-31,PODYVOT?YE,Russian Federation,ROC,ROC,Cross-Country Skiing,CCS,PODYVOT?YE,Russian Federation,,../../../en/results/cross-country-skiing/athlete-profile-n1036630-alexander-bolshunov.htm
BOLTON Cameron,BOLTON C,Male,1990-11-21,"MELBOURNE, VIC",Australia,Australia,AUS,Snowboard,SBD,"SORRENTO, VIC",Australia,,../../../en/results/snowboard/athlete-profile-n1046173-cameron-bolton.htm
BOMAN Ida,BOMAN I,Female,2003-04-01,SOLLENTUNA,Sweden,Sweden,SWE,Ice Hockey,IHO,,,1.67/5'5'',../../../en/results/ice-hockey/athlete-profile-n1041994-ida-boman.htm
BONDARE Liene,BONDARE L,Female,1996-02-21,RIGA,Latvia,Latvia,LAT,Alpine Skiing,ALP,RIGA,Latvia,,../../../en/results/alpine-skiing/athlete-profile-n1038237-liene-bondare.htm
BORMOLINI Thomas,BORMOLINI T,Male,1991-08-29,SONDALO,Italy,Italy,ITA,Biathlon,BTH,LIVIGNO,Italy,,../../../en/results/biathlon/athlete-profile-n1038185-thomas-bormolini.htm
BORTOLAS Iacopo,BORTOLAS I,Male,2003-06-07,CAVALESE,Italy,Italy,ITA,Nordic Combined,NCB,TESERO,Italy,,../../../en/results/nordic-combined/athlete-profile-n1038183-iacopo-bortolas.htm
BOS Kimberley,BOS K,Female,1993-10-07,EDE,Netherlands,Netherlands,NED,Skeleton,SKN,EDE,Netherlands,,../../../en/results/skeleton/athlete-profile-n1044063-kimberley-bos.htm
BOSA David,BOSA D,Male,1992-04-28,TRENTO,Italy,Italy,ITA,Speed Skating,SSK,NOVALEDO,Italy,1.78/5'10'',../../../en/results/speed-skating/athlete-profile-n1034985-david-bosa.htm
BOSIEK Karolina,BOSIEK K,Female,2000-02-20,TOMASZOW MZOWIECKI,Poland,Poland,POL,Speed Skating,SSK,CIEBLOWICE DUZE,Poland,1.66/5'5'',../../../en/results/speed-skating/athlete-profile-n1035699-karolina-bosiek.htm
BOSKER Marcel,BOSKER M,Male,1997-01-19,SCHOFTLAND,Switzerland,Netherlands,NED,Speed Skating,SSK,,Netherlands,1.77/5'9'',../../../en/results/speed-skating/athlete-profile-n1055920-marcel-bosker.htm
BOTET Paula,BOTET P,Female,2000-12-19,SALLANCHES,France,France,FRA,Biathlon,BTH,LA BRESSE,France,,../../../en/results/biathlon/athlete-profile-n1131294-paula-botet.htm
