No.,Name,Position,G,A,P,PIM,TS,+/-,TOT,SHF,AVG,Sh_Period_1,Time_On_Ice_Period_1,Sh_Period_2,Time_On_Ice_Period_2,Sh_Period_3,Time_On_Ice_Period_3,url_game,team,Sh_OverTime,Time_On_Ice_OverTime
15,UKITA RUKITA Rui,F,1.0,0.0,1.0,0.0,3.0,0.0,27:13,34.0,0:48,0.0,7:15,1.0,9:46,2.0,10:12,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
16,SHIGA ASHIGA Akane,F,0.0,1.0,1.0,0.0,4.0,0.0,27:55,33.0,0:50,0.0,9:06,3.0,10:25,1.0,8:24,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
2,KOIKE SKOIKE Shiori,D,1.0,0.0,1.0,0.0,5.0,2.0,19:06,33.0,0:34,3.0,7:05,1.0,6:33,1.0,5:28,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
8,HOSOYAMADA AHOSOYAMADA Akane,D,0.0,1.0,1.0,0.0,2.0,2.0,19:53,34.0,0:35,1.0,7:21,1.0,6:40,0.0,5:52,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
10,YONEYAMA HYONEYAMA Haruna,F,1.0,0.0,1.0,0.0,5.0,1.0,17:12,30.0,0:34,2.0,6:36,0.0,5:54,3.0,4:42,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
11,MIURA MMIURA Mei,F,0.0,0.0,0.0,0.0,0.0,0.0,4:28,6.0,0:44,0.0,3:44,0.0,0:44,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
23,YAMASHITA HYAMASHITA Hikaru,F,0.0,0.0,0.0,0.0,1.0,0.0,13:05,27.0,0:29,1.0,3:57,0.0,5:13,0.0,3:55,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
6,SUZUKI SSUZUKI Sena,D,0.0,0.0,0.0,0.0,1.0,0.0,9:17,15.0,0:37,0.0,4:44,1.0,2:28,0.0,2:05,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
7,KAWASHIMA YKAWASHIMA Yukiko,D,0.0,0.0,0.0,0.0,1.0,0.0,7:33,14.0,0:32,0.0,2:23,0.0,3:16,1.0,1:54,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
12,OSAWA COSAWA Chiho,F,0.0,1.0,1.0,0.0,3.0,2.0,18:59,26.0,0:43,2.0,8:23,0.0,4:42,1.0,5:54,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
18,TAKA STAKA Suzuka,F,0.0,0.0,0.0,0.0,3.0,1.0,16:18,23.0,0:42,1.0,6:14,1.0,4:00,1.0,6:04,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
27,KOYAMA RKOYAMA Remi,F,0.0,1.0,1.0,0.0,1.0,1.0,11:41,20.0,0:35,0.0,2:30,1.0,3:11,0.0,6:00,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
13,FUJIMOTO MFUJIMOTO Moeko,F,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
19,OTAKI COTAKI Chika,F,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
21,KUBO HKUBO Hanae,F,0.0,1.0,1.0,0.0,2.0,1.0,9:40,14.0,0:41,0.0,3:07,2.0,4:33,0.0,2:00,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
22,SHISHIUCHI MSHISHIUCHI Miho,F,0.0,0.0,0.0,0.0,0.0,0.0,3:03,5.0,0:36,0.0,0:00,0.0,1:37,0.0,1:26,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
28,YAMASHITA SYAMASHITA Shiori,D,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
20,MASUHARA MMASUHARA Miyuu,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpb-000200-.htm,Japan,,
18,RAISANEN MRAISANEN Meeri,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
36,KEISALA AKEISALA Anni,GK,0.0,0.0,0.0,0.0,0.0,,59:06,,59:06,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
6,HIIRIKOSKI JHIIRIKOSKI Jenni,D,0.0,0.0,0.0,0.0,1.0,-1.0,29:25,42.0,0:42,1.0,10:55,0.0,8:11,0.0,10:19,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
16,NIEMINEN PNIEMINEN Petra,F,0.0,1.0,1.0,2.0,3.0,-1.0,18:21,35.0,0:31,0.0,6:27,2.0,4:57,1.0,6:57,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
33,KARVINEN MKARVINEN Michelle,F,0.0,1.0,1.0,2.0,1.0,-1.0,21:44,35.0,0:37,0.0,6:40,0.0,7:52,1.0,7:12,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
77,TAPANI STAPANI Susanna,F,2.0,0.0,2.0,0.0,3.0,-1.0,20:32,34.0,0:36,0.0,6:11,0.0,7:01,3.0,7:20,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
88,SAVOLAINEN RSAVOLAINEN Ronja,D,0.0,0.0,0.0,0.0,0.0,-1.0,23:59,31.0,0:46,0.0,7:33,0.0,8:00,0.0,8:26,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
8,VIITASUO EVIITASUO Ella,D,0.0,0.0,0.0,0.0,0.0,-1.0,13:41,25.0,0:32,0.0,3:26,0.0,4:05,0.0,6:10,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
10,HOLOPAINEN EHOLOPAINEN Elisa,F,0.0,0.0,0.0,0.0,2.0,-1.0,16:21,27.0,0:36,2.0,4:45,0.0,4:29,0.0,7:07,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
15,TUOMINEN MTUOMINEN Minnamari,D,0.0,0.0,0.0,0.0,0.0,-2.0,17:47,31.0,0:34,0.0,7:06,0.0,4:14,0.0,6:27,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
28,NYLUND JNYLUND Jenniina,F,0.0,0.0,0.0,0.0,0.0,-2.0,18:54,25.0,0:45,0.0,5:27,0.0,7:28,0.0,5:59,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
40,TULUS NTULUS Noora,F,0.0,0.0,0.0,0.0,0.0,-1.0,18:36,27.0,0:41,0.0,6:05,0.0,5:56,0.0,6:35,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
7,RANTALA SRANTALA Sanni,D,0.0,0.0,0.0,2.0,1.0,-1.0,9:51,15.0,0:39,1.0,4:03,0.0,3:40,0.0,2:08,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
9,LAITINEN NLAITINEN Nelli,D,0.0,1.0,1.0,0.0,1.0,-1.0,18:34,28.0,0:39,1.0,3:38,0.0,7:25,0.0,7:31,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
27,LIIKALA JLIIKALA Julia,F,0.0,0.0,0.0,0.0,0.0,-1.0,11:27,19.0,0:36,0.0,4:05,0.0,2:46,0.0,4:36,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
32,VESA EVESA Emilia,F,0.0,0.0,0.0,0.0,0.0,-2.0,13:15,22.0,0:36,0.0,4:47,0.0,4:25,0.0,4:03,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
61,NISKANEN TNISKANEN Tanja,F,0.0,0.0,0.0,2.0,0.0,-2.0,14:48,21.0,0:42,0.0,4:39,0.0,5:35,0.0,4:34,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
2,KARJALAINEN SKARJALAINEN Sini,D,0.0,0.0,0.0,0.0,0.0,-1.0,11:11,18.0,0:37,0.0,2:29,0.0,4:24,0.0,4:18,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
12,VANHANEN SVANHANEN Sanni,F,0.0,0.0,0.0,0.0,0.0,0.0,8:14,13.0,0:38,0.0,2:39,0.0,2:40,0.0,2:55,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
23,HAKALA SHAKALA Sanni,F,0.0,0.0,0.0,0.0,0.0,0.0,9:11,16.0,0:34,0.0,3:13,0.0,2:09,0.0,3:49,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
34,SUNDELIN SSUNDELIN Sofianna,F,0.0,0.0,0.0,0.0,0.0,0.0,8:18,14.0,0:35,0.0,2:37,0.0,2:04,0.0,3:37,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
1,MAKINEN EMAKINEN Eveliina,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
24,VAINIKKA VVAINIKKA Viivi,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,Finland,,
29,HENSLEY NHENSLEY Nicole,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
35,ROONEY MROONEY Maddie,GK,0.0,0.0,0.0,2.0,0.0,,60:00,,60:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
2,STECKLEIN LSTECKLEIN Lee,D,0.0,0.0,0.0,0.0,2.0,1.0,20:00,25.0,0:48,1.0,7:28,0.0,5:30,1.0,7:02,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
3,BARNES CBARNES Cayla,D,0.0,1.0,1.0,0.0,0.0,1.0,21:23,25.0,0:51,0.0,6:59,0.0,6:54,0.0,7:30,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
20,BRANDT HBRANDT Hannah,F,0.0,0.0,0.0,2.0,2.0,1.0,18:12,24.0,0:45,0.0,7:00,0.0,5:35,2.0,5:37,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
21,KNIGHT HKNIGHT Hilary,F,0.0,1.0,1.0,0.0,8.0,2.0,18:20,22.0,0:50,2.0,7:28,3.0,5:04,3.0,5:48,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
26,COYNE SCHOFIELD KCOYNE SCHOFIELD Kendall,F,2.0,0.0,2.0,0.0,7.0,2.0,18:56,23.0,0:49,2.0,6:33,2.0,5:26,3.0,6:57,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
5,KELLER MKELLER Megan,D,0.0,0.0,0.0,0.0,4.0,3.0,22:31,27.0,0:50,2.0,8:56,1.0,6:23,1.0,7:12,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
14,DECKER BDECKER Brianna,F,0.0,0.0,0.0,0.0,0.0,0.0,2:54,5.0,0:34,0.0,2:54,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
15,HARMON SHARMON Savannah,D,0.0,2.0,2.0,0.0,2.0,3.0,21:29,26.0,0:49,1.0,7:52,0.0,5:31,1.0,8:06,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
25,CARPENTER ACARPENTER Alex,F,2.0,0.0,2.0,0.0,2.0,2.0,13:52,20.0,0:41,1.0,4:16,0.0,5:11,1.0,4:25,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
28,KESSEL AKESSEL Amanda,F,1.0,1.0,2.0,0.0,3.0,2.0,14:01,20.0,0:42,2.0,4:24,0.0,4:44,1.0,4:53,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
9,BOZEK MBOZEK Megan,D,0.0,0.0,0.0,0.0,2.0,0.0,16:10,21.0,0:46,0.0,3:37,1.0,6:31,1.0,6:02,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
11,ROQUE AROQUE Abby,F,0.0,1.0,1.0,0.0,4.0,2.0,15:46,21.0,0:45,0.0,5:11,2.0,5:11,2.0,5:24,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
13,ZUMWINKLE GZUMWINKLE Grace,F,0.0,0.0,0.0,0.0,4.0,0.0,12:05,14.0,0:51,1.0,1:59,3.0,5:40,0.0,4:26,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
19,DUNNE JDUNNE Jincy,D,0.0,1.0,1.0,0.0,0.0,0.0,14:05,17.0,0:49,0.0,2:51,0.0,6:00,0.0,5:14,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
24,CAMERANESI DCAMERANESI Dani,F,0.0,0.0,0.0,0.0,3.0,0.0,16:23,20.0,0:49,1.0,4:45,1.0,5:37,1.0,6:01,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
4,HARVEY CHARVEY Caroline,D,0.0,0.0,0.0,0.0,0.0,0.0,5:35,5.0,1:07,0.0,1:08,0.0,2:17,0.0,2:10,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
12,PANNEK KPANNEK Kelly,F,0.0,1.0,1.0,0.0,2.0,0.0,16:49,22.0,0:45,0.0,4:16,1.0,6:24,1.0,6:09,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
16,SCAMURRA HSCAMURRA Hayley,F,0.0,0.0,0.0,2.0,1.0,0.0,12:45,15.0,0:51,1.0,4:15,0.0,3:38,0.0,4:52,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
18,COMPHER JCOMPHER Jesse,F,0.0,1.0,1.0,0.0,4.0,1.0,11:41,14.0,0:50,0.0,3:22,3.0,3:24,1.0,4:55,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
37,MURPHY AMURPHY Abbey,F,0.0,0.0,0.0,0.0,2.0,0.0,10:51,12.0,0:54,0.0,1:55,2.0,4:19,0.0,4:37,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
33,CAVALLINI ACAVALLINI Alex,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpa-000200-.htm,United States,,
30,JENSEN LJENSEN Lisa,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
72,REPSTOCK-ROMME CREPSTOCK-ROMME Cassandra,GK,0.0,0.0,0.0,0.0,0.0,,59:54,,59:54,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
8,PERSSON JPERSSON Josefine,F,0.0,0.0,0.0,0.0,5.0,-2.0,23:06,34.0,0:40,1.0,7:58,1.0,6:50,3.0,8:18,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
19,ASPERUP JASPERUP Josephine,D,0.0,0.0,0.0,4.0,1.0,-1.0,23:05,43.0,0:32,1.0,8:13,0.0,6:58,0.0,7:54,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
21,WEIS MWEIS Michelle,F,0.0,0.0,0.0,0.0,2.0,-2.0,22:34,33.0,0:41,0.0,7:14,0.0,6:47,2.0,8:33,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
63,JAKOBSEN JJAKOBSEN Josefine,F,0.0,0.0,0.0,0.0,4.0,-2.0,23:40,35.0,0:40,0.0,8:04,2.0,7:22,2.0,8:14,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
89,FRANDSEN MFRANDSEN Malene,D,1.0,0.0,1.0,0.0,2.0,-2.0,20:33,36.0,0:34,2.0,8:25,0.0,6:09,0.0,5:59,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
2,MELBERG KMELBERG Kristine,D,0.0,0.0,0.0,0.0,0.0,0.0,15:02,27.0,0:33,0.0,4:50,0.0,5:36,0.0,4:36,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
4,GLUD SGLUD Silke,F,0.0,1.0,1.0,0.0,0.0,1.0,4:55,11.0,0:26,0.0,3:58,0.0,0:57,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
14,JENSEN NJENSEN Nicoline,F,0.0,1.0,1.0,2.0,1.0,0.0,21:08,38.0,0:33,1.0,6:12,0.0,6:52,0.0,8:04,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
50,BAU MBAU Mia,F,0.0,0.0,0.0,0.0,0.0,0.0,9:33,19.0,0:30,0.0,4:44,0.0,4:03,0.0,0:46,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
87,JACQUET SJACQUET Simone,D,0.0,0.0,0.0,0.0,2.0,-1.0,17:17,30.0,0:34,1.0,6:16,0.0,6:40,1.0,4:21,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
11,ANDERSEN AANDERSEN Amalie,D,0.0,0.0,0.0,0.0,0.0,0.0,20:10,30.0,0:40,0.0,6:24,0.0,6:10,0.0,7:36,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
15,REFSGAARD AREFSGAARD Amanda,D,0.0,0.0,0.0,0.0,0.0,0.0,17:23,28.0,0:37,0.0,4:45,0.0,7:25,0.0,5:13,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
18,PETERS MPETERS Maria,F,0.0,0.0,0.0,0.0,1.0,-1.0,19:18,24.0,0:48,0.0,6:13,1.0,6:37,0.0,6:28,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
27,FRIIS-HANSEN LFRIIS-HANSEN Lilli,F,0.0,0.0,0.0,0.0,0.0,0.0,12:03,20.0,0:36,0.0,4:45,0.0,3:09,0.0,4:09,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
80,OSTERGAARD JOSTERGAARD Julie,F,0.0,0.0,0.0,0.0,2.0,-1.0,16:13,23.0,0:42,1.0,4:15,1.0,6:28,0.0,5:30,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
13,BRIX MBRIX Michele,F,0.0,0.0,0.0,0.0,2.0,0.0,4:01,8.0,0:30,0.0,1:07,0.0,1:42,2.0,1:12,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
17,SKRIVER SSKRIVER Sofia,F,0.0,0.0,0.0,0.0,1.0,0.0,9:19,19.0,0:29,0.0,1:07,0.0,3:10,1.0,5:02,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
22,SKOTT SSKOTT Sofie,D,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
23,OKSBJERG JOKSBJERG Julie,F,0.0,0.0,0.0,0.0,0.0,0.0,4:04,8.0,0:30,0.0,1:35,0.0,2:08,0.0,0:21,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
68,RUSSELL ERUSSELL Emma,F,0.0,0.0,0.0,0.0,0.0,0.0,6:04,11.0,0:33,0.0,0:00,0.0,0:34,0.0,5:30,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
33,NORDSTROM ESNORDSTROM Emma-Sofie,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,Denmark,,
88,CHEN TCHEN Tiya,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
33,ZHOU JZHOU Jiaying,GK,0.0,0.0,0.0,0.0,0.0,,60:00,,60:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
2,YU BYU Baiwei,D,0.0,1.0,1.0,2.0,3.0,3.0,22:34,32.0,0:42,2.0,8:53,1.0,6:33,0.0,7:08,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
8,LIN QLIN Qiqi,F,2.0,1.0,3.0,0.0,5.0,3.0,24:19,26.0,0:56,0.0,7:53,4.0,8:26,1.0,8:00,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
34,MI LMI Le,F,0.0,0.0,0.0,0.0,4.0,3.0,25:03,27.0,0:55,2.0,8:03,2.0,9:07,0.0,7:53,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
49,WANG YWANG Yuting,D,0.0,1.0,1.0,0.0,0.0,3.0,28:10,27.0,1:02,0.0,9:58,0.0,9:18,0.0,8:54,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
91,LIN NLIN Ni,F,1.0,0.0,1.0,0.0,2.0,3.0,25:07,28.0,0:53,0.0,7:23,1.0,9:14,1.0,8:30,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
5,HUANG HHUANG Huier,D,0.0,0.0,0.0,0.0,1.0,0.0,24:33,25.0,0:58,0.0,6:51,1.0,8:22,0.0,9:20,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
7,ZHANG MZHANG Mengying,F,0.0,0.0,0.0,0.0,2.0,0.0,14:31,21.0,0:41,0.0,4:12,2.0,4:20,0.0,5:59,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
15,HU BHU Baozhen,F,0.0,0.0,0.0,2.0,2.0,0.0,20:00,24.0,0:50,0.0,7:07,2.0,6:30,0.0,6:23,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
44,LI BLI Beika,F,0.0,0.0,0.0,2.0,1.0,0.0,18:20,26.0,0:42,0.0,5:59,1.0,6:30,0.0,5:51,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
93,LIU ZLIU Zhixin,D,0.0,0.0,0.0,0.0,2.0,0.0,20:08,24.0,0:50,1.0,6:00,1.0,8:36,0.0,5:32,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
17,KANG MKANG Mulan,F,0.0,0.0,0.0,0.0,7.0,-1.0,16:58,18.0,0:56,3.0,4:42,1.0,6:30,3.0,5:46,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
19,LIN JLIN Jiaxin,F,0.0,0.0,0.0,0.0,1.0,-1.0,15:02,17.0,0:53,0.0,4:45,1.0,4:15,0.0,6:02,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
23,FANG XFANG Xin,F,0.0,0.0,0.0,0.0,1.0,-1.0,11:27,13.0,0:52,0.0,3:22,1.0,3:35,0.0,4:30,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
28,FEI AFEI Anna,D,0.0,0.0,0.0,0.0,0.0,-1.0,10:53,12.0,0:54,0.0,3:40,0.0,1:44,0.0,5:29,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
97,ZHAO QZHAO Qinan,D,0.0,0.0,0.0,0.0,1.0,-1.0,8:38,11.0,0:47,1.0,3:35,0.0,2:12,0.0,2:51,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
10,HE XHE Xin,F,0.0,0.0,0.0,0.0,0.0,0.0,2:39,4.0,0:39,0.0,1:02,0.0,1:37,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
26,GUAN YGUAN Yingying,F,0.0,0.0,0.0,0.0,0.0,0.0,2:11,2.0,1:05,0.0,2:11,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
66,LI QLI Qianhua,D,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
98,ZHU RZHU Rui,F,0.0,0.0,0.0,0.0,0.0,0.0,1:55,3.0,0:38,0.0,1:16,0.0,0:39,0.0,0:00,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
24,WANG YWANG Yuqing,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
51,ZHANG XZHANG Xifang,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-gpb-000300-.htm,China,,
23,GREDZEN DGREDZEN Daria,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,ROC,,
69,SOROKINA MSOROKINA Maria,GK,0.0,0.0,0.0,0.0,0.0,,60:00,,60:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,ROC,,
13,PIROGOVA NPIROGOVA Nina,D,0.0,0.0,0.0,2.0,3.0,1.0,21:31,37.0,0:34,0.0,6:04,1.0,7:45,2.0,7:42,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,ROC,,
59,DERGACHYOVA YDERGACHYOVA Yelena,F,0.0,0.0,0.0,4.0,0.0,-1.0,16:19,22.0,0:44,0.0,5:43,0.0,5:44,0.0,4:52,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,ROC,,
72,SAVONINA ASAVONINA Anna,D,0.0,0.0,0.0,0.0,1.0,1.0,20:55,34.0,0:36,0.0,6:05,1.0,7:15,0.0,7:35,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,ROC,,
79,FALYAKHOVA LFALYAKHOVA Landysh,F,0.0,0.0,0.0,0.0,4.0,0.0,13:24,19.0,0:42,1.0,4:14,2.0,4:16,1.0,4:54,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,ROC,,
97,SHOKHINA ASHOKHINA Anna,F,0.0,0.0,0.0,0.0,1.0,-1.0,19:27,25.0,0:46,1.0,6:12,0.0,6:59,0.0,6:16,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,ROC,,
12,PECHNIKOVA MPECHNIKOVA Maria,D,0.0,1.0,1.0,0.0,2.0,1.0,20:54,29.0,0:43,1.0,7:50,1.0,6:32,0.0,6:32,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,ROC,,
15,PAVLOVA VPAVLOVA Valeria,F,0.0,1.0,1.0,0.0,3.0,0.0,17:58,25.0,0:43,2.0,6:05,1.0,6:07,0.0,5:46,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,ROC,,
26,DOBRODEYEVA YDOBRODEYEVA Yekaterina,F,1.0,0.0,1.0,0.0,1.0,1.0,15:20,23.0,0:40,1.0,5:26,0.0,4:28,0.0,5:26,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,ROC,,
27,KORZHAKOVA VKORZHAKOVA Veronika,F,0.0,0.0,0.0,0.0,0.0,0.0,11:36,19.0,0:36,0.0,4:38,0.0,4:31,0.0,2:27,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,ROC,,
70,SHIBANOVA ASHIBANOVA Anna,D,1.0,0.0,1.0,2.0,3.0,1.0,19:07,29.0,0:39,1.0,8:00,1.0,5:45,1.0,5:22,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,ROC,,
4,SMIRNOVA YSMIRNOVA Yulia,D,0.0,0.0,0.0,0.0,1.0,2.0,19:04,29.0,0:39,1.0,6:00,0.0,6:12,0.0,6:52,../../../en/results/ice-hockey/results-women-gpa-000300-.htm,ROC,,
